Type,Bond_Head_Temperature,Heater_Block_Temperature,Bonding_Speed,Bonding_Force,Capillary_Wear,Wirebond_Failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Force_Speed_Ratio,Stress_Index,Wear_Temp_Interaction,Machine,Predicted_Risk,Risk_Level,OEE,Timestamp
0,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,10.200000000000044,0.0396963123644251,75926.7,1479.0000000000066,WBO001,0.48333333333333334,MEDIUM,23.81833333333333,2025-04-05 09:24:17.996559
2,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,10.199999999999989,0.0292585170340681,65568.59999999999,1499.3999999999985,WBO003,0.49,MEDIUM,25.448999999999998,2025-04-05 10:24:17.996559
0,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,10.300000000000011,0.0224281150159744,54931.5,1565.6000000000015,WBO001,0.5066666666666667,MEDIUM,25.73555555555555,2025-04-05 11:24:17.996559
0,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,10.300000000000011,0.0178001182732111,50899.100000000006,1586.2000000000016,WBO001,0.5133333333333333,MEDIUM,27.43177777777778,2025-04-05 12:24:17.996559
0,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,10.300000000000011,0.0269179894179894,61538.4,1606.8000000000018,WBO001,0.52,MEDIUM,24.192,2025-04-05 13:24:17.996559
0,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,10.300000000000011,0.0287068381855111,62624.8,1627.400000000002,WBO001,0.5266666666666666,MEDIUM,23.303777777777782,2025-04-05 14:24:17.996559
0,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,10.300000000000011,0.0266358228684732,60973.9,1648.0000000000018,WBO001,0.5333333333333333,MEDIUM,23.535555555555554,2025-04-05 15:24:17.996559
1,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,10.199999999999989,0.0177603853100541,48999.5,1652.3999999999985,WBO002,0.54,MEDIUM,25.46866666666666,2025-04-05 16:24:17.996559
0,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,10.300000000000011,0.039477503628447,74963.2,1699.5000000000018,WBO001,0.55,MEDIUM,20.669999999999998,2025-04-05 17:24:17.996559
0,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,10.300000000000011,0.0377602297200287,73271.8,1720.100000000002,WBO001,0.5566666666666666,MEDIUM,20.585444444444445,2025-04-05 18:24:17.996559
1,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,10.199999999999989,0.0239949748743718,60814.4,1723.799999999998,WBO002,0.5633333333333334,MEDIUM,23.172444444444444,2025-04-05 19:24:17.996559
0,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,10.199999999999989,0.0125205030071077,41884.1,1754.399999999998,WBO001,0.5733333333333334,MEDIUM,26.012444444444444,2025-04-05 20:24:17.996559
1,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,10.100000000000025,0.0142935982339955,46930.8,1757.400000000004,WBO002,0.58,MEDIUM,25.368000000000002,2025-04-05 21:24:17.996559
0,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,10.100000000000025,0.0253447143795141,58787.8,1787.700000000004,WBO001,0.59,MEDIUM,20.814333333333337,2025-04-05 22:24:17.996559
0,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,10.100000000000025,0.0323529411764705,62869.4,1807.900000000004,WBO001,0.5966666666666667,MEDIUM,18.741555555555557,2025-04-05 23:24:17.996559
1,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,10.0,0.0170935080405002,48187.3,1810.0,WBO002,0.6033333333333334,MEDIUM,22.200111111111106,2025-04-06 00:24:17.996559
2,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,10.099999999999966,0.030081855388813,64650.6,1858.3999999999935,WBO003,0.6133333333333333,MEDIUM,18.895111111111117,2025-04-06 01:24:17.996559
0,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,10.099999999999966,0.0212180746561886,49474.8,1908.8999999999933,WBO001,0.63,MEDIUM,18.833,2025-04-06 02:24:17.996559
0,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,10.100000000000025,0.046595744680851,92637.0,1929.1000000000045,WBO001,0.6366666666666667,MEDIUM,0.0,2025-04-06 03:24:17.996559
1,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,10.100000000000025,0.0117463617463617,43482.4,1949.3000000000045,WBO002,0.6433333333333333,MEDIUM,22.874222222222222,2025-04-06 04:24:17.996559
0,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,10.200000000000044,0.0313360881542699,66066.0,1999.200000000009,WBO001,0.6533333333333333,MEDIUM,16.778666666666666,2025-04-06 05:24:17.996559
0,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,10.200000000000044,0.0324324324324324,60783.6,2019.600000000009,WBO001,0.66,MEDIUM,15.51533333333333,2025-04-06 06:24:17.996559
0,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,10.100000000000025,0.0219849246231155,55720.0,2020.0000000000043,WBO001,0.6666666666666666,MEDIUM,17.68888888888889,2025-04-06 07:24:17.996559
0,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,10.100000000000025,0.0201748906933166,51712.3,2040.2000000000048,WBO001,0.6733333333333333,MEDIUM,17.43311111111111,2025-04-06 08:24:17.996559
0,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,10.099999999999966,0.0338651196519216,64399.3,2060.3999999999933,WBO001,0.68,MEDIUM,14.70933333333333,2025-04-06 09:24:17.996559
0,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,10.099999999999966,0.0327857631759069,69981.9,2080.599999999993,WBO001,0.6866666666666666,MEDIUM,15.259333333333332,2025-04-06 10:24:17.996559
0,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,10.099999999999966,0.0283848797250859,60091.49999999999,2100.799999999993,WBO001,0.6933333333333334,MEDIUM,0.0,2025-04-06 11:24:17.996559
0,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,10.099999999999966,0.0368383404864091,71997.0,0.0,WBO001,0.0,LOW,46.6,2025-04-06 12:24:17.996559
0,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,10.099999999999966,0.0270328102710413,53135.8,20.19999999999993,WBO001,0.006666666666666667,LOW,46.42177777777777,2025-04-06 13:24:17.996559
2,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,10.0,0.0345328719723183,72105.5,40.0,WBO003,0.013333333333333334,LOW,47.52444444444445,2025-04-06 14:24:17.996559
0,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,10.0,0.0327586206896551,68875.0,90.0,WBO001,0.03,LOW,46.88333333333333,2025-04-06 15:24:17.996559
0,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,10.0,0.028079834824501,59282.4,110.0,WBO001,0.03666666666666667,LOW,46.657444444444444,2025-04-06 16:24:17.996559
0,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,10.0,0.0272974812797821,58906.9,130.0,WBO001,0.043333333333333335,LOW,46.84477777777777,2025-04-06 17:24:17.996559
0,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,10.0,0.0334739803094233,67687.2,150.0,WBO001,0.05,LOW,45.03,2025-04-06 18:24:17.996559
1,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,10.0,0.0148558758314855,48347.2,170.0,WBO002,0.056666666666666664,LOW,56.725777777777786,2025-04-06 19:24:17.996559
2,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,10.0,0.0305710306406685,63040.4,200.0,WBO003,0.06666666666666667,LOW,44.675555555555555,2025-04-06 20:24:17.996559
0,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,10.0,0.0205958549222797,49099.2,250.0,WBO001,0.08333333333333333,LOW,47.17777777777778,2025-04-06 21:24:17.996559
1,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,10.0,0.0318534178999295,64138.8,270.0,WBO002,0.09,LOW,43.043,2025-04-06 22:24:17.996559
1,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,10.0,0.0265635507733692,58736.5,300.0,WBO002,0.1,LOW,44.61,2025-04-06 23:24:17.996559
0,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,10.0,0.0147176269252709,45227.4,330.0,WBO001,0.11,LOW,52.00566666666667,2025-04-07 00:24:17.996559
0,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,10.0,0.0136065573770491,45567.0,350.0,WBO001,0.11666666666666667,LOW,53.883333333333326,2025-04-07 01:24:17.996559
1,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,10.0,0.0156919513607411,46801.7,370.0,WBO002,0.12333333333333334,LOW,50.466777777777786,2025-04-07 02:24:17.996559
0,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,9.899999999999975,0.0296551724137931,62350.0,395.9999999999991,WBO001,0.13333333333333333,LOW,41.88888888888889,2025-04-07 03:24:17.996559
0,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,9.899999999999975,0.0196670776818742,51741.8,415.7999999999991,WBO001,0.14,LOW,46.49733333333333,2025-04-07 04:24:17.996559
1,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,10.0,0.0386380458919319,70522.2,440.0,WBO002,0.14666666666666667,LOW,38.42844444444444,2025-04-07 05:24:17.996559
1,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,10.0,0.0224126984126984,55597.49999999999,470.0,WBO002,0.15666666666666668,LOW,44.275,2025-04-07 06:24:17.996559
1,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,10.0,0.0170857142857142,52325.0,500.0,WBO002,0.16666666666666666,LOW,48.611111111111114,2025-04-07 07:24:17.996559
0,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,9.900000000000034,0.0213865271419228,49998.3,524.7000000000019,WBO001,0.17666666666666667,LOW,41.96255555555556,2025-04-07 08:24:17.996559
0,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,10.0,0.0291529875246224,67621.2,550.0,WBO001,0.18333333333333332,LOW,41.45944444444445,2025-04-07 09:24:17.996559
0,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,10.099999999999966,0.013498920086393,46300.0,575.699999999998,WBO001,0.19,LOW,50.004000000000005,2025-04-07 10:24:17.996559
0,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,10.0,0.010396785534907,41213.7,590.0,WBO001,0.19666666666666666,LOW,53.31455555555556,2025-04-07 11:24:17.996559
0,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,10.0,0.0261093247588424,63133.0,610.0,WBO001,0.20333333333333334,LOW,41.29388888888889,2025-04-07 12:24:17.996559
1,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,10.0,0.0281054823039555,58360.5,630.0,WBO002,0.21,LOW,37.946333333333335,2025-04-07 13:24:17.996559
0,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,9.899999999999975,0.0299310344827586,62930.0,653.3999999999985,WBO001,0.22,LOW,37.7,2025-04-07 14:24:17.996559
0,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,9.899999999999975,0.0195474544311753,49480.100000000006,673.1999999999985,WBO001,0.22666666666666666,LOW,41.01244444444444,2025-04-07 15:24:17.996559
0,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,9.899999999999975,0.0335640138408304,70082.5,692.9999999999984,WBO001,0.23333333333333334,LOW,36.92777777777778,2025-04-07 16:24:17.996559
1,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,10.0,0.0312625250501002,70059.59999999999,720.0,WBO002,0.24,LOW,37.924,2025-04-07 17:24:17.996559
2,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,9.900000000000034,0.0201727328809376,53006.7,742.5000000000025,WBO003,0.25,LOW,40.525,2025-04-07 18:24:17.996559
0,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,9.800000000000011,0.0216921119592875,53605.2,784.0000000000009,WBO001,0.26666666666666666,LOW,38.42666666666667,2025-04-07 19:24:17.996559
0,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,9.800000000000011,0.0120192307692307,42120.0,803.6000000000009,WBO001,0.2733333333333333,LOW,45.344,2025-04-07 20:24:17.996559
2,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,9.900000000000034,0.0290193462308205,65206.5,831.6000000000029,WBO003,0.28,LOW,35.976,2025-04-07 21:24:17.996559
1,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,9.899999999999975,0.0263684913217623,59171.0,881.099999999998,WBO002,0.2966666666666667,LOW,35.119777777777784,2025-04-07 22:24:17.996559
1,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,9.800000000000011,0.0281965006729475,62263.4,901.600000000001,WBO002,0.30666666666666664,MEDIUM,34.343111111111114,2025-04-07 23:24:17.996559
0,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,9.800000000000011,0.0174999999999999,49392.0,931.0000000000013,WBO001,0.31666666666666665,MEDIUM,38.26666666666667,2025-04-08 00:24:17.996559
0,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,9.800000000000011,0.0319357092941998,65396.7,950.600000000001,WBO001,0.3233333333333333,MEDIUM,32.277,2025-04-08 01:24:17.996559
0,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,9.800000000000011,0.0218030690537084,53332.4,970.2000000000012,WBO001,0.33,MEDIUM,34.92933333333333,2025-04-08 02:24:17.996559
0,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,9.800000000000011,0.0206378986866791,52767.0,989.8000000000012,WBO001,0.33666666666666667,MEDIUM,35.35566666666667,2025-04-08 03:24:17.996559
1,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,9.800000000000011,0.0164616285881663,47966.7,1009.4000000000012,WBO002,0.3433333333333333,MEDIUM,37.364333333333335,2025-04-08 04:24:17.996559
0,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,9.800000000000011,0.0277436946148602,59706.9,1038.800000000001,WBO001,0.35333333333333333,MEDIUM,31.622,2025-04-08 05:24:17.996559
0,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,9.800000000000011,0.0311933007676203,64055.100000000006,1058.4000000000012,WBO001,0.36,MEDIUM,30.570666666666668,2025-04-08 06:24:17.996559
0,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,9.800000000000011,0.0264441591784338,64189.600000000006,1078.0000000000014,WBO001,0.36666666666666664,MEDIUM,32.89111111111111,2025-04-08 07:24:17.996559
0,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,9.800000000000011,0.0387022900763358,66417.0,1097.6000000000013,WBO001,0.37333333333333335,MEDIUM,27.364444444444448,2025-04-08 08:24:17.996559
0,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,9.800000000000011,0.0280724450194049,67096.4,1117.2000000000012,WBO001,0.38,MEDIUM,31.950666666666667,2025-04-08 09:24:17.996559
0,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,9.800000000000011,0.0170237405906195,50773.8,1136.800000000001,WBO001,0.38666666666666666,MEDIUM,35.30755555555555,2025-04-08 10:24:17.996559
0,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,9.700000000000044,0.0206410256410256,50232.00000000001,1144.6000000000054,WBO001,0.3933333333333333,MEDIUM,31.546666666666667,2025-04-08 11:24:17.996559
0,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,9.600000000000025,0.045522949586155,80404.5,1152.0000000000027,WBO001,0.4,MEDIUM,26.58,2025-04-08 12:24:17.996559
0,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,9.700000000000044,0.0329087048832271,65704.5,1183.4000000000055,WBO001,0.4066666666666667,MEDIUM,27.945999999999994,2025-04-08 13:24:17.996559
0,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,9.600000000000025,0.0243226212980466,61258.2,1190.4000000000028,WBO001,0.41333333333333333,MEDIUM,31.034666666666666,2025-04-08 14:24:17.996559
0,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,9.600000000000025,0.0220012828736369,53473.7,1209.6000000000029,WBO001,0.42,MEDIUM,30.14066666666667,2025-04-08 15:24:17.996559
0,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,9.599999999999966,0.0279022403258655,60540.3,1228.7999999999956,WBO001,0.4266666666666667,MEDIUM,28.150666666666663,2025-04-08 16:24:17.996559
0,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,9.599999999999966,0.0159470351180195,48114.9,1247.9999999999957,WBO001,0.43333333333333335,MEDIUM,32.809999999999995,2025-04-08 17:24:17.996559
1,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,9.699999999999989,0.0299791811242192,62251.2,1280.3999999999985,WBO002,0.44,MEDIUM,26.89866666666667,2025-04-08 18:24:17.996559
1,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,9.699999999999989,0.0346853146853146,70928.0,1309.4999999999984,WBO002,0.45,MEDIUM,26.216666666666672,2025-04-08 19:24:17.996559
0,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,9.599999999999966,0.0387143900657414,72557.0,1324.7999999999952,WBO001,0.46,MEDIUM,24.642,2025-04-08 20:24:17.996559
1,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,9.699999999999989,0.0166569257744009,48763.5,1357.9999999999984,WBO002,0.4666666666666667,MEDIUM,30.417777777777776,2025-04-08 21:24:17.996559
