Type,Bond_Head_Temperature,Heater_Block_Temperature,Bonding_Speed,Bonding_Force,Capillary_Wear,Wirebond_Failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Force_Speed_Ratio,Stress_Index,Wear_Temp_Interaction
1,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,10.0,0.015691951360741172,46801.700000000004,370.0
0,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,9.899999999999977,0.029655172413793104,62350.0,395.9999999999991
0,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,9.899999999999977,0.01966707768187423,51741.799999999996,415.79999999999905
1,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,10.0,0.038638045891931906,70522.2,440.0
1,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,10.0,0.022412698412698412,55597.49999999999,470.0
1,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,10.0,0.017085714285714284,52325.0,500.0
0,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,9.900000000000034,0.021386527141922827,49998.3,524.7000000000019
0,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,10.0,0.029152987524622455,67621.2,550.0
0,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,10.099999999999966,0.013498920086393088,46300.0,575.699999999998
0,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,10.0,0.01039678553490708,41213.7,590.0
0,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,10.0,0.026109324758842443,63133.0,610.0
1,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,10.0,0.028105482303955587,58360.5,630.0
0,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,9.899999999999977,0.02993103448275862,62930.0,653.3999999999985
0,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,9.899999999999977,0.01954745443117536,49480.100000000006,673.1999999999985
0,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,9.899999999999977,0.03356401384083045,70082.5,692.9999999999984
1,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,10.0,0.0312625250501002,70059.59999999999,720.0
2,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,9.900000000000034,0.020172732880937693,53006.700000000004,742.5000000000025
0,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,9.800000000000011,0.02169211195928753,53605.200000000004,784.0000000000009
0,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,9.800000000000011,0.01201923076923077,42120.0,803.6000000000009
2,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,9.900000000000034,0.029019346230820548,65206.5,831.6000000000029
1,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,9.899999999999977,0.02636849132176235,59171.0,881.099999999998
1,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,9.800000000000011,0.02819650067294751,62263.4,901.600000000001
0,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,9.800000000000011,0.017499999999999998,49392.0,931.0000000000011
0,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,9.800000000000011,0.031935709294199865,65396.700000000004,950.600000000001
0,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,9.800000000000011,0.021803069053708442,53332.4,970.2000000000012
0,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,9.800000000000011,0.020637898686679174,52767.0,989.8000000000011
1,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,9.800000000000011,0.016461628588166376,47966.700000000004,1009.4000000000012
0,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,9.800000000000011,0.027743694614860263,59706.9,1038.800000000001
0,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,9.800000000000011,0.031193300767620377,64055.100000000006,1058.4000000000012
0,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,9.800000000000011,0.02644415917843389,64189.600000000006,1078.0000000000014
0,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,9.800000000000011,0.03870229007633588,66417.0,1097.6000000000013
0,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,9.800000000000011,0.028072445019404917,67096.4,1117.2000000000012
0,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,9.800000000000011,0.01702374059061957,50773.799999999996,1136.8000000000013
0,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,9.700000000000045,0.020641025641025643,50232.00000000001,1144.6000000000054
0,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,9.600000000000023,0.045522949586155007,80404.5,1152.0000000000027
0,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,9.700000000000045,0.032908704883227176,65704.5,1183.4000000000055
0,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,9.600000000000023,0.024322621298046628,61258.200000000004,1190.4000000000028
0,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,9.600000000000023,0.022001282873636945,53473.7,1209.6000000000029
0,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,9.599999999999966,0.027902240325865583,60540.3,1228.7999999999956
0,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,9.599999999999966,0.015947035118019575,48114.9,1247.9999999999955
1,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,9.699999999999989,0.029979181124219295,62251.200000000004,1280.3999999999985
1,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,9.699999999999989,0.03468531468531469,70928.0,1309.4999999999984
0,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,9.599999999999966,0.03871439006574142,72557.0,1324.7999999999952
1,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,9.699999999999989,0.016656925774400935,48763.5,1357.9999999999984
2,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,9.800000000000011,0.032183098591549296,64894.00000000001,1401.4000000000017
0,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,9.900000000000034,0.04263685427910563,71724.09999999999,1465.200000000005
2,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,9.800000000000011,0.03409247757073844,71580.59999999999,1470.0000000000018
0,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,9.800000000000011,0.044006309148264984,70754.4,1519.0000000000018
0,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,9.800000000000011,0.023891462607544673,54547.1,1538.6000000000017
0,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,9.800000000000011,0.0227979274611399,54348.8,1558.2000000000019
1,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,9.799999999999955,0.015860517435320586,50139.6,1577.7999999999927
2,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,9.799999999999955,0.035891968727789623,71053.5,1607.1999999999925
1,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,9.799999999999955,0.030481667864845435,58978.4,1656.1999999999923
0,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,9.899999999999977,0.022207534699272967,50836.8,1702.799999999996
2,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,9.899999999999977,0.022394540942928042,58193.200000000004,1722.599999999996
0,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,10.0,0.02646864686468647,60751.5,1790.0
1,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,10.0,0.03480783176214648,66192.0,1810.0
0,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,9.900000000000034,0.027087576374745417,58772.7,1821.6000000000063
0,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,9.900000000000034,0.030028129395218005,60719.4,1841.4000000000065
1,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,9.800000000000011,0.025700615174299387,55008.8,1842.4000000000021
1,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,9.800000000000011,0.025883838383838384,64944.0,1871.8000000000022
0,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,9.800000000000011,0.014594594594594595,49950.0,1901.200000000002
0,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,9.800000000000011,0.023691099476439794,55313.600000000006,1920.8000000000022
2,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,9.800000000000011,0.00996477101157524,39342.6,1940.4000000000024
1,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,9.700000000000045,0.03076923076923077,68770.0,1969.1000000000092
2,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,9.800000000000011,0.02943166441136671,64293.0,2018.8000000000025
1,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,9.800000000000011,0.0266844563042028,59960.0,2067.8000000000025
0,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,9.800000000000011,0.03195105370496261,69137.0,2097.2000000000025
0,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,9.800000000000011,0.04734789391575663,77817.40000000001,2116.8000000000025
0,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,9.800000000000011,0.03703966005665722,73847.59999999999,2136.4000000000024
0,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,9.800000000000011,0.022383354350567465,56303.0,0.0
1,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,9.800000000000011,0.029836512261580378,64298.399999999994,19.600000000000023
1,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,9.800000000000011,0.03027777777777778,62784.0,49.00000000000006
0,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,9.899999999999977,0.015002885170225043,45058.0,79.19999999999982
2,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,9.800000000000011,0.02022332506203474,52551.200000000004,98.00000000000011
2,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,9.900000000000034,0.0294238683127572,62548.2,148.5000000000005
0,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,9.900000000000034,0.043475226796929514,89275.9,198.00000000000068
0,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,9.900000000000034,0.04484066767830046,77893.8,217.80000000000075
1,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,9.800000000000011,0.021739130434782608,56350.0,235.20000000000027
0,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,9.900000000000034,0.0347469220246238,74269.59999999999,267.3000000000009
1,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,9.899999999999977,0.010810810810810811,40019.200000000004,287.09999999999934
1,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,9.800000000000011,0.021181646763042114,53616.700000000004,313.60000000000036
0,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,9.900000000000034,0.04464012251148545,76139.8,346.5000000000012
0,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,9.900000000000034,0.03147612156295224,60117.0,366.30000000000126
0,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,9.900000000000034,0.021446229913473426,56144.600000000006,386.10000000000133
0,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,10.0,0.010764587525150904,42543.2,410.0
0,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,10.0,0.03495821727019499,72087.2,430.0
0,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,10.100000000000023,0.03819018404907975,64939.2,454.500000000001
0,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,10.100000000000023,0.03383050847457627,73602.5,474.70000000000107
2,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,10.100000000000023,0.013267543859649122,44140.799999999996,494.9000000000011
1,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,10.099999999999966,0.03584202682563339,64550.200000000004,545.3999999999982
0,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,10.099999999999966,0.027407407407407408,60439.50000000001,575.699999999998
0,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,10.0,0.01835632873425315,51010.200000000004,590.0
0,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,10.0,0.02641770401106501,55237.200000000004,610.0
0,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,10.199999999999989,0.04304381245196003,72856.0,642.5999999999992
0,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,10.199999999999989,0.031254532269760694,59434.9,662.9999999999993
0,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,10.199999999999989,0.020921544209215444,53961.600000000006,683.3999999999992
1,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,10.099999999999966,0.02820012995451592,66792.59999999999,696.8999999999976
0,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,10.199999999999989,0.03378469871360867,73702.3,734.3999999999992
0,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,10.199999999999989,0.020768307322929173,57643.600000000006,754.7999999999992
2,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,10.199999999999989,0.037052932761087266,72416.4,775.1999999999991
2,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,10.199999999999989,0.02061978545887962,58058.8,826.1999999999991
1,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,10.300000000000011,0.003995519044062733,28654.6,885.800000000001
0,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,10.199999999999989,0.029525120440467997,62333.7,907.799999999999
2,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,10.300000000000011,0.03456703910614525,70884.0,937.3000000000011
1,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,10.200000000000045,0.026784544859201048,62454.299999999996,979.2000000000044
0,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,10.300000000000011,0.02204030226700252,55580.0,1019.7000000000012
0,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,10.200000000000045,0.03286810886252617,67494.3,1030.2000000000046
0,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,10.200000000000045,0.02175264139216905,56315.0,1050.6000000000047
0,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,10.199999999999989,0.02615873015873016,64890.00000000001,1070.9999999999989
1,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,10.100000000000023,0.02182151589242054,58405.200000000004,1080.7000000000025
0,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,10.100000000000023,0.025436241610738253,56471.0,1111.0000000000025
0,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,10.100000000000023,0.01883974727168294,57104.799999999996,1131.2000000000025
1,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,10.100000000000023,0.03943452380952381,71232.0,1151.4000000000026
0,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,10.199999999999989,0.021939092604101925,56797.7,1193.3999999999987
1,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,10.300000000000011,0.04271639690358903,86254.7,1225.7000000000014
0,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,10.200000000000045,0.023067253299811442,58389.700000000004,1244.4000000000055
0,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,10.200000000000045,0.02979011509817197,64988.0,1264.8000000000056
0,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,10.300000000000011,0.023703217334208798,54980.3,1297.8000000000015
0,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,10.199999999999989,0.02152380952380952,53392.5,1305.5999999999985
2,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,10.300000000000011,0.03936011904761905,71097.59999999999,1339.0000000000014
0,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,10.300000000000011,0.032395382395382394,62231.4,1390.5000000000016
1,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,0.023348017621145377,58951.9,1411.1000000000015
0,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,10.300000000000011,0.026033591731266147,62384.399999999994,1442.0000000000016
0,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,0.025550366911274183,57411.7,1462.6000000000017
0,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,0.018990384615384617,52582.4,1468.7999999999984
0,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,0.026330338631651694,55130.700000000004,1503.8000000000015
1,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,0.03221757322175733,66250.8,1509.5999999999983
0,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,0.03721751412429379,74623.2,1540.1999999999982
2,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000023,0.013300492610837438,44396.1,1545.3000000000034
0,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000045,0.03450920245398773,58680.0,1611.6000000000072
0,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,0.021924792861695346,53973.6,1632.0000000000073
0,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,0.01849747474747475,46411.200000000004,1668.6000000000017
